cell_0_0cell_0_1cell_0_2cell_0_3cell_0_4cell_0_5cell_0_6cell_0_7cell_0_8cell_1_0cell_1_1cell_1_2cell_1_3cell_1_4cell_1_5cell_1_6cell_1_7cell_1_8cell_2_0cell_2_1cell_2_2cell_2_3cell_2_4cell_2_5cell_2_6cell_2_7cell_2_8cell_3_0cell_3_1cell_3_2cell_3_3cell_3_4cell_3_5cell_3_6cell_3_7cell_3_8cell_4_0cell_4_1cell_4_2cell_4_3cell_4_4cell_4_5cell_4_6cell_4_7cell_4_8cell_5_0cell_5_1cell_5_2cell_5_3cell_5_4cell_5_5cell_5_6cell_5_7cell_5_8cell_6_0cell_6_1cell_6_2cell_6_3cell_6_4cell_6_5cell_6_6cell_6_7cell_6_8cell_7_0cell_7_1cell_7_2cell_7_3cell_7_4cell_7_5cell_7_6cell_7_7cell_7_8cell_8_0cell_8_1cell_8_2cell_8_3cell_8_4cell_8_5cell_8_6cell_8_7cell_8_8winner
0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,-1,1,0,1,-1,0,0,0,0,-1,1,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,-1,1,1,1,0,0,-1,0,-1,1,-1,-1,0,0,0,0,0,-1,1,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,-1,-1,-1,1,-1,0,0,0,0,-1,1,-1,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,-1,1,-1,-1,0,1,0,0,0,-1,1,1,1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,1,-1,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,-1,1,0,-1,0,1,-1,1,-1,1,0,-1,0,0,0,-1,1,1,-1,0,0,0,1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1
0,0,0,1,1,1,-1,0,-1,0,0,1,-1,-1,-1,0,0,-1,0,-1,1,-1,0,1,-1,0,0,0,1,-1,1,0,1,-1,1,0,-1,1,-1,0,-1,1,-1,-1,-1,0,1,-1,-1,0,1,1,1,0,0,0,1,-1,1,0,0,1,0,0,1,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,1,-1,0,0,-1,1,1,1,-1,-1,1,0,1,1,-1,-1,-1,0,-1,-1,1,-1,0,1,-1,1,0,1,-1,-1,-1,-1,-1,1,-1,0,-1,1,1,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,1,-1,0,0,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,0,1,-1,0,1,0,0,-1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,-1,0,0,-1,0,1,1,-1,0,0,-1,1,1,0,0,1,-1,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
